roop,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200
17,0.563497428,0.221194186,0.627776646,0.129873476,0.873587307,0.28779474,0.198627943,0.768490245,0.511197096,0.141462003,0.488174783,0.498551752,0.342067333,0.917442123,0.422110936,0.530106287,0.925992867,0.856100517,0.620383247,0.02995793,0.971571479,0.987938341,0.770715388,0.072099095,0.924347213,0.388583234,0.30976603,0.227926485,0.844513202,0.7026677,0.035543843,0.171938552,0.257715035,0.692129456,0.109039633,0.446255345,0.979759601,0.631809137,0.351508634,0.349864274,0.005019177,0.476384795,0.795559523,0.367790733,0.276475343,0.697877236,0.465013846,0.189830017,0.093441887,0.744563464,0.17715066,0.030955311,0.240227144,0.899228753,0.150248424,0.455923759,0.339218455,0.046881609,0.304769958,0.964176903,0.060597221,0.542962734,0.315289756,0.854447978,0.827537778,0.088782639,0.657206604,0.998807819,0.806097663,0.983082007,0.836807479,0.905345119,0.024594758,0.081001805,0.965190508,0.679366512,0.86139197,0.994345484,0.93709781,0.147567861,0.914514388,0.412058173,0.578352888,0.888912585,0.775809101,0.818090406,0.747460235,0.867830255,0.949303279,0.793188709,0.67460173,0.761942243,0.824335576,0.118011664,0.956968969,0.705283787,0.524354922,0.635682117,0.940399992,0.132278484,0.432898906,0.952370564,0.757613116,0.882597283,0.930652222,0.812557014,0.525943984,0.72103104,0.580359587,0.713103983,0.64387717,0.601769238,0.427220803,0.545588138,0.043727069,0.735481186,0.516764464,0.892104111,0.902512015,0.612770793,0.833413695,0.801822661,0.751717039,0.209372165,0.785033558,0.653720699,0.877442907,0.849891257,0.733193689,0.355235589,0.780682077,0.681718651,0.596934216,0.725709017,0.594108391,0.688293671,0.492641932,0.32408621,0.059811986,0.717279278,0.079109786,0.660846362,0.617166313,0.6468634,0.182317523,0.558928906,0.010900628,0.668602099,0.253976228,0.167208269,0.462236061,0.23884666,0.585596125,0.536096939,0.375676343,0.215093901,0.394441335,0.112781567,0.334378753,0.01591065,0.471139446,0.569468558,0.13994051,0.20499451,0.247492931,0.123069713,0.504239254,0.281472399,0.554016351,0.401637486,0.193918642,0.437217256,0.067386572,0.000407402,0.482321959,0.608164356,0.572395286,0.296040284,0.405205248,0.416686944,0.261304531,0.311651724,0.364933845,0.451567615,0.231243184,0.384541175,0.508974937,0.395634689,0.441474349,0.267299528,0.104464252,0.050796672,0.373129748,0.164063895,0.099234201,0.328784337,0.290439747,0.159775262,0.214711668,0.273712806
17,0.177324726,0.877719054,0.94935099,0.951952963,0.696588473,0.818844668,0.135077444,0.398710013,0.586156347,0.460229528,0.312964861,0.647353352,0.473518687,0.385142124,0.607552011,0.863869078,0.333049943,0.276714577,0.131643067,0.255286587,0.641775877,0.756145913,0.767603644,0.547754872,0.013811385,0.027235782,0.914416393,0.802818749,0.466595245,0.551123678,0.208872849,0.512908156,0.218661433,0.926436972,0.26526653,0.443575417,0.18775511,0.394745364,0.540682795,0.066365201,0.117020617,0.00884955,0.599491986,0.142238187,0.042984471,0.400059952,0.289619564,0.049030146,0.036548535,0.904996372,0.921504495,0.050517049,0.088499158,0.964204413,0.124341528,0.094661374,0.990228721,0.303644718,0.125182972,0.594510874,0.621855035,0.056078976,0.198403446,0.322000549,0.235374916,0.096805203,0.081908697,0.020661543,0.733803901,0.316962504,0.893368066,0.284746609,0.507117773,0.172565625,0.247877399,0.019998783,0.829966571,0.10672098,0.060815375,0.200964453,0.214989698,0.995697501,0.110824564,0.145845457,0.978281607,0.032158922,0.004055155,0.078042405,0.916951216,0.823608116,0.182506225,0.36467795,0.168844502,0.350582383,0.847933332,0.98875571,0.155589406,0.973236897,0.710617139,0.63865989,0.163457333,0.434863619,0.535474436,0.421163188,0.783289422,0.414279063,0.226371383,0.834982659,0.930757628,0.761310054,0.889154388,0.19372924,0.232663059,0.29401935,0.375759684,0.070304414,0.95697357,0.616360977,0.524712226,0.260920807,0.531241766,0.102526027,0.15075194,0.241995248,0.478448127,0.725722852,0.738164326,0.67475462,0.222131926,0.25098512,0.650129561,0.272134724,0.519434549,0.693288457,0.835094053,0.342529762,0.896157515,0.308205749,0.449607311,0.457719942,0.684540111,0.501831605,0.338614104,0.57380825,0.328904304,0.374600795,0.883687688,0.656641948,0.295532524,0.408324019,0.358528811,0.365665554,0.436831086,0.480199922,0.937945861,0.452833932,0.345816644,0.492623839,0.382146932,0.814441312,0.611559782,0.774209833,0.980824515,0.662814943,0.942416336,0.567879873,0.790891716,0.425800934,0.581647048,0.416111915,0.577136351,0.678752262,0.96751988,0.704527965,0.527397036,0.628988367,0.687193416,0.498085228,0.488688974,0.557027065,0.563985332,0.850766764,0.602513564,0.840479417,0.874217419,0.866188486,0.719641007,0.798686925,0.747539371,0.633138047,0.907402854,0.752030044,0.720781718,0.859434951,0.806767112,0.666322996,0.776410918,0.789112109,0.741751439,0.706485742
18,0.215176952,0.648700903,0.890123258,0.941432348,0.610988423,0.290181951,0.532358307,0.355174755,0.817018658,0.481286184,0.827692123,0.620231481,0.122547682,0.060233724,0.429740458,0.140005518,0.802117013,0.717471663,0.489550424,0.237845016,0.177129777,0.685460836,0.739336207,0.877871709,0.761928516,0.444542013,0.551246773,0.400185608,0.20958015,0.172295208,0.601917782,0.161618144,0.945658315,0.013354982,0.982501908,0.27927871,0.895736741,0.548961622,0.095441415,0.043424133,0.131365439,0.960153936,0.971338264,0.335903812,0.273433677,0.884343176,0.22041909,0.388196993,0.058525726,0.116835408,0.5404534,0.787382318,0.168723008,0.931084907,0.037663703,0.244048939,0.007099349,0.413388487,0.109760491,0.015893789,0.698396326,0.326433963,0.506881138,0.992306884,0.474591872,0.284666149,0.050460272,0.988273948,0.887329945,0.996621616,0.905211391,0.924069493,0.782101712,0.903905927,0.839934862,0.138078872,0.514005716,0.345301644,0.379785814,0.755463113,0.616451818,0.938992574,0.445612462,0.871411762,0.831479102,0.305665623,0.155158675,0.854536237,0.416846388,0.71212734,0.951037584,0.228695182,0.2990116,0.806196076,0.303067639,0.865871509,0.232208197,0.635945657,0.475088012,0.797726371,0.976165206,0.10283472,0.593129461,0.080494106,0.925963104,0.025814842,0.68409506,0.361524323,0.462198909,0.955372189,0.048720474,0.967643919,0.52160925,0.190686066,0.91199826,0.742992404,0.857432968,0.585073125,0.641239966,0.110389324,0.823554317,0.655707966,0.916664511,0.630432871,0.841436934,0.812582592,0.849989815,0.182724276,0.560254583,0.860895631,0.769507392,0.708197574,0.663938552,0.779389097,0.792908023,0.747545132,0.751118388,0.576537588,0.734279278,0.725984884,0.252553951,0.77063839,0.571993699,0.526689343,0.693390063,0.701416338,0.721548485,0.494737387,0.667402843,0.679668103,0.599023734,0.670297808,0.650312541,0.09435303,0.024950792,0.067053673,0.584767465,0.32136997,0.536350114,0.37086971,0.55769577,0.627406903,0.154026738,0.127773863,0.606970543,0.246687105,0.565659107,0.436595967,0.089295293,0.195326286,0.002177711,0.310455206,0.073990926,0.267015964,0.187985923,0.519836098,0.031709535,0.496381431,0.390647725,0.459766273,0.285477922,0.077037306,0.502629499,0.262524685,0.432728436,0.147350778,0.454344476,0.203827568,0.319869198,0.381314887,0.469832895,0.213804091,0.408260659,0.365243532,0.420157222,0.256489824,0.398610911,0.333652621,0.350294847,0.341694131
18,0.234628993,0.42011662,0.162817241,0.776127209,0.536390287,0.698978232,0.920691026,0.899229242,0.1698623,0.594897664,0.467496699,0.618472306,0.312705251,0.302771296,0.480102495,0.785896227,0.515247592,0.070328532,0.179148751,0.399517015,0.355995027,0.859489956,0.901236035,0.969359339,0.317263403,0.58166114,0.088265714,0.258854965,0.242530602,0.07572343,0.253711297,0.566316488,0.937460111,0.010198315,0.760566014,0.009568655,0.382976356,0.866462159,0.029326185,0.064756132,0.386251071,0.44803335,0.833339104,0.030821635,0.067262974,0.501971591,0.104938853,0.331045194,0.121212157,0.095679925,0.189767318,0.972644693,0.150701353,0.872002435,0.21316285,0.171862749,0.960565813,0.041161114,0.222474909,0.322344209,0.717939024,0.156903786,0.05547739,0.362958456,0.510162522,0.229250049,0.551403597,0.683857492,0.439520461,0.613945516,0.693510592,0.621621975,0.663289233,0.783973051,0.812816406,0.730399949,0.125727689,0.248695996,0.108704638,0.768516753,0.751388916,0.540627884,0.116769698,0.909146822,0.707309551,0.986838256,0.270518438,0.640981727,0.180206963,0.978173004,0.26029116,0.28632757,0.295431802,0.878926626,0.365455728,0.570562017,0.997830065,0.688849859,0.336008649,0.559128502,0.084573196,0.605615698,0.135755209,0.345851006,0.32598654,0.39462306,0.633123394,0.401493019,0.238824418,0.14698984,0.459275171,0.004572711,0.276403141,0.412642598,0.203926352,0.846104048,0.341923843,0.305144124,0.045646788,0.488128043,0.415580887,0.943061451,0.050685026,0.208170391,0.199996762,0.294711532,0.038982311,0.49173237,0.711958099,0.114268174,0.371955896,0.017079345,0.142213912,0.023679642,0.094648067,0.266387647,0.444005906,0.635822319,0.133010221,0.578194882,0.451717879,0.192362264,0.376723049,0.43387595,0.796075584,0.216396078,0.506125496,0.721895546,0.283186182,0.354610313,0.561018174,0.427924946,0.496242983,0.885113827,0.821863741,0.994454332,0.477180956,0.473238852,0.531308406,0.950807749,0.805999062,0.829880165,0.843502448,0.959631827,0.892145471,0.522670371,0.948737692,0.409891698,0.818109383,0.932156881,0.74272689,0.546665758,0.747536503,0.927480795,0.770969038,0.599251709,0.625656293,0.851126479,0.461089743,0.984531669,0.758429116,0.676861672,0.919551832,0.837343343,0.913383784,0.66928731,0.792520404,0.703373091,0.880003783,0.860801152,0.649614135,0.60263812,0.529941522,0.5882382,0.727084791,0.658228294,0.650032462,0.670664068,0.735706341,0.801249498
19,0.610601538,0.716412624,0.828075664,0.07340092,0.623250395,0.229850943,0.281766808,0.772691386,0.433551209,0.329662173,0.972263197,0.769210666,0.873199332,0.366935803,0.097962405,0.5558187,0.94474604,0.703180742,0.757700959,0.173853074,0.446414561,0.407660401,0.479362632,0.680236297,0.880577947,0.817264586,0.95217611,0.490711477,0.124376772,0.895035325,0.110899259,0.01484291,0.212414383,0.374539909,0.480201216,0.160875923,0.36124979,0.257098598,0.93274182,0.302431466,0.522100238,0.056510178,0.938326505,0.268573778,0.242831749,0.153158647,0.958730869,0.976174984,0.637783311,0.023890226,0.923921862,0.919407248,0.885578211,0.039195108,0.335273613,0.467549158,0.292527256,0.015098036,0.563529185,0.81031509,0.839772499,0.860930169,0.991013426,0.85230104,0.310345787,0.968609503,0.384413549,0.929348096,0.085033919,0.788207653,0.996476212,0.986245194,0.984229446,0.402280939,0.627953359,0.101705374,0.568676606,0.376002506,0.501699988,0.041713608,0.900949988,0.076467387,0.879323525,0.794959537,0.177226134,0.617715872,0.000495161,0.221664429,0.05489933,0.721300896,0.167063761,0.747210527,0.667576624,0.713410291,0.107195114,0.005190985,0.762800757,0.69479868,0.344238842,0.803800209,0.533354189,0.440378357,0.845410465,0.754023228,0.908307648,0.048423828,0.496879912,0.092838815,0.06093862,0.856187037,0.27252422,0.947358285,0.510711951,0.145088242,0.125398825,0.911898952,0.159631426,0.960655962,0.73886968,0.115321539,0.842997801,0.20330232,0.031448035,0.677372664,0.734727846,0.89183655,0.775834292,0.68510761,0.865125275,0.54725994,0.551690197,0.319561668,0.387559653,0.806349836,0.588375524,0.631797794,0.252319384,0.029997157,0.066919782,0.78041997,0.356457415,0.830779917,0.197908689,0.651993351,0.570306653,0.82258967,0.698244548,0.421755641,0.64042232,0.542308991,0.474412902,0.428010405,0.084417288,0.601934896,0.537770847,0.605138591,0.185336359,0.741226743,0.182669135,0.330172384,0.583046206,0.410545692,0.144675588,0.705767378,0.29893612,0.674602261,0.663666417,0.43997278,0.233337488,0.248999705,0.137171302,0.307978611,0.576892969,0.133588483,0.798728946,0.599451044,0.353060644,0.23600786,0.194216134,0.645746592,0.726459479,0.322498,0.287014081,0.262665,0.657030997,0.456926248,0.217731075,0.454298292,0.590408799,0.209440445,0.525693451,0.276247904,0.398330537,0.349282388,0.507622918,0.463254148,0.515003388,0.486443517,0.394909051,0.419203601
19,0.108749624,0.540921717,0.496610102,0.065618372,0.397782554,0.211347662,0.745515026,0.318445635,0.661995566,0.136135368,0.487890368,0.843854681,0.220773756,0.402757712,0.803599492,0.67403171,0.965730002,0.72966651,0.599466175,0.562309586,0.190142961,0.346809269,0.828880673,0.565220199,0.039472667,0.823776416,0.737708043,0.38973728,0.027960414,0.278829645,0.173241677,0.864996259,0.042253495,0.764404771,0.918620313,0.263310407,0.914590331,0.846302309,0.000758329,0.089612921,0.585158109,0.289199438,0.334108394,0.017916503,0.104727882,0.938792041,0.14913047,0.255312019,0.012928787,0.717118055,0.082291509,0.219963594,0.150944591,0.050109074,0.031641536,0.995209488,0.169558678,0.952006785,0.143190556,0.246821247,0.005998197,0.364625661,0.926942604,0.094357257,0.234555671,0.830291977,0.157391727,0.891160179,0.972283775,0.181945724,0.701531483,0.37766237,0.446709511,0.062629656,0.189471203,0.096406569,0.022794017,0.988833485,0.078223576,0.128509728,0.7320327,0.903025577,0.943879692,0.05771526,0.134445032,0.071559288,0.320762945,0.250941116,0.199967147,0.047147864,0.201541396,0.113595021,0.123555321,0.178332828,0.240591068,0.434749282,0.990505656,0.977280384,0.296646439,0.383444327,0.955711073,0.116990821,0.777658507,0.283104816,0.509365264,0.798763634,0.161383423,0.740361942,0.355184846,0.87315161,0.300095863,0.653067852,0.268784647,0.685086224,0.852894426,0.439477109,0.755490079,0.581966176,0.539060065,0.312211591,0.444025572,0.982231708,0.571759069,0.238209359,0.410598234,0.594915073,0.77194976,0.308841677,0.659108639,0.461871663,0.206119344,0.960158481,0.229346126,0.923732192,0.272991142,0.354633876,0.932016236,0.503533704,0.642074749,0.481846262,0.85817396,0.533205733,0.886284912,0.415068668,0.39019898,0.600878524,0.473393959,0.294589181,0.518726638,0.326886011,0.34379549,0.881204911,0.457847876,0.949584922,0.869596353,0.879098495,0.819335393,0.898726317,0.338470593,0.372255954,0.55278575,0.811770253,0.421753809,0.780554834,0.785598286,0.908966773,0.839871138,0.409421977,0.767577082,0.369792778,0.51397843,0.705667282,0.622634225,0.609681842,0.666258118,0.807229183,0.451523013,0.69853652,0.465184515,0.611479935,0.675191946,0.529088419,0.426542642,0.49142043,0.680893463,0.475328262,0.547856013,0.751364163,0.711881456,0.618137236,0.791939576,0.639809198,0.693082194,0.634124561,0.522504348,0.575760534,0.723971718,0.648820138,0.558575056,0.628523618
20,0.431363558,0.239393037,0.252186894,0.481970463,0.727941467,0.807025295,0.902116367,0.148471758,0.552720899,0.055903181,0.162176032,0.774878797,0.316429267,0.718414207,0.965023573,0.443770796,0.844660907,0.514759028,0.94964221,0.612844972,0.877234527,0.305497545,0.199192851,0.467966246,0.339713454,0.394692859,0.704784819,0.730635225,0.609637846,0.526880555,0.90732317,0.361654406,0.823613601,0.187575648,0.098121726,0.642527498,0.758394885,0.378530372,0.974464184,0.898180204,0.951579447,0.5560866,0.785178277,0.939342355,0.845463782,0.747994601,0.299888647,0.831610541,0.679827334,0.672108084,0.892402332,0.927644926,0.568269155,0.964009417,0.446571068,0.632650244,0.98586738,0.796969729,0.871479023,0.40093512,0.33216268,0.994625433,0.881442504,0.575383027,0.505384918,0.561425052,0.956599635,0.266628796,0.867428093,0.279900749,0.82850387,0.800845242,0.940854026,0.982737027,0.888705221,0.494523204,0.861844674,0.423015173,0.693274343,0.9311511,0.817985145,0.999163161,0.411811493,0.350655277,0.28236805,0.91485151,0.978095002,0.923190167,0.750967084,0.639162013,0.81058304,0.780745746,0.856163562,0.2914203,0.522395437,0.915026374,0.779003279,0.680490305,0.200083434,0.229330827,0.03592306,0.852624194,0.628258397,0.650139417,0.792114361,0.836028538,0.742193996,0.022096245,0.454343713,0.089778182,0.22240817,0.712634776,0.140344688,0.439590417,0.369430136,0.583282828,0.763861985,0.16590568,0.720613207,0.534165527,0.59470986,0.155348289,0.739911307,0.767343859,0.57447194,0.347556991,0.689712994,0.706998739,0.209002282,0.697685023,0.623096979,0.418971388,0.487753535,0.663941331,0.647301025,0.092137795,0.656365728,0.543593991,0.154739353,0.66744076,0.586930207,0.049524987,0.501462617,0.479526665,0.473356665,0.355591757,0.599707149,0.617896553,0.601196719,0.081999391,0.427976864,0.548080543,0.536349892,0.496314333,0.460549827,0.026290438,0.405575315,0.519493211,0.050882849,0.459121457,0.373479457,0.034707105,0.115961533,0.122794885,0.263990772,0.219159115,0.272407214,0.399263765,0.386459841,0.343042632,0.384898452,0.192384848,0.312107634,0.102556565,0.321228935,0.327339777,0.001472044,0.18358496,0.301547087,0.061408159,0.125949047,0.240770621,0.042792326,0.255099041,0.170428143,0.111352555,0.137807369,0.287059745,0.078190287,0.071302753,0.234813562,0.130202057,0.246444444,0.211881441,0.178889869,0.106604349,0.013600866,0.006642265,0.018317472,0.065758568
20,0.158924051,0.957555349,0.265395061,0.36644193,0.041701633,0.693491324,0.100893387,0.202215981,0.445378635,0.524648292,0.088327055,0.197203669,0.863443168,0.458450617,0.414245136,0.345050072,0.543848703,0.128847064,0.742110267,0.153887003,0.212713316,0.492311974,0.668806058,0.727180074,0.907981619,0.83954246,0.590808734,0.783473937,0.867189879,0.631615661,0.461733295,0.771530608,0.58615748,0.320256797,0.850038141,0.358790156,0.030145935,0.658820987,0.496188848,0.404940832,0.372696256,0.390274426,0.993758301,0.219286292,0.442966674,0.945556954,0.793374667,0.334220448,0.967255195,0.478242395,0.536743588,0.314420003,0.826562607,0.14700662,0.81762506,0.916743643,0.57429253,0.747629293,0.144400576,0.723074391,0.712990821,0.762796562,0.849417623,0.974986296,0.96208063,0.902802389,0.070719952,0.73243059,0.271780625,0.885381728,0.193615877,0.258982213,0.996968264,0.67860083,0.061986805,0.89397982,0.939197939,0.880787099,0.879965405,0.926503467,0.056761591,0.897362134,0.954248969,0.987625879,0.978153376,0.671173204,0.833599935,0.786676547,0.844530756,0.810170916,0.823877283,0.119088944,0.767678763,0.640718923,0.777777807,0.60235569,0.422063023,0.757704057,0.737477185,0.931365825,0.614354101,0.627569348,0.716761558,0.075136528,0.534071885,0.697774497,0.364596275,0.92487003,0.164089088,0.98353297,0.806897549,0.124054132,0.702610817,0.649876781,0.136227202,0.081329614,0.609964742,0.874945251,0.525310176,0.705622004,0.664654296,0.942292411,0.230006189,0.687697924,0.014796455,0.597996971,0.406406442,0.653472292,0.621394542,0.307906933,0.297425373,0.580659835,0.577233586,0.170943801,0.619081837,0.91017977,0.548611319,0.180989546,0.79620311,0.242280006,0.556090156,0.85826146,0.028272313,0.096632736,0.28790547,0.516718962,0.225203656,0.417152219,0.487126789,0.800300766,0.048106389,0.2750354,0.508944493,0.4510489,0.51284031,0.750087962,0.469161554,0.343764041,0.680151199,0.38996385,0.008980692,0.020403174,0.63533586,0.567670202,0.560864537,0.380250323,0.429521998,0.224451169,0.290143822,0.433282903,0.379438291,0.554813558,0.05209543,0.003256779,0.264942994,0.337026462,0.500028131,0.483398184,0.105523201,0.471072784,0.436303363,0.015628321,0.091747223,0.319677884,0.037668523,0.068730494,0.132440914,0.18836182,0.398238271,0.168643499,0.113818676,0.350634918,0.245045143,0.175266624,0.23602609,0.252243245,0.20907238,0.329661238,0.282586491,0.304588754
21,0.063813165,0.943026524,0.298289404,0.661942115,0.134638246,0.166318295,0.718998959,0.811601311,0.424989306,0.351864948,0.401521089,0.177888719,0.806926479,0.452084312,0.108301387,0.730543661,0.893860255,0.234153288,0.544059229,0.364134885,0.604703801,0.767300866,0.866968027,0.46872792,0.246202364,0.639335437,0.441088727,0.187656452,0.258135356,0.285042672,0.707003724,0.534395684,0.933434588,0.038740713,0.409565124,0.850795069,0.057482071,0.502249034,0.120489667,0.02818827,0.099661057,0.546600533,0.385361214,0.951971874,0.154076229,0.000122693,0.009123773,0.137192522,0.011005169,0.338958188,0.490150859,0.47654591,0.371730005,0.553027518,0.01813251,0.06754125,0.62388068,0.075852619,0.196087806,0.116869016,0.304755605,0.205769474,0.472506109,0.415043603,0.347030879,0.022951372,0.435335559,0.074997113,0.276845097,0.747121587,0.155839312,0.085307649,0.05078301,0.842874382,0.220732388,0.10444614,0.172294358,0.574854101,0.128687229,0.142104503,0.048323403,0.900857034,0.83213783,0.213634972,0.764914903,0.032721309,0.161028247,0.508022624,0.947575106,0.41484486,0.21663831,0.042951517,0.885350237,0.955393348,0.09089882,0.972323635,0.816912518,0.114392536,0.183845864,0.239315277,0.194886785,0.847718724,0.770938929,0.96448724,0.081944736,0.711831119,0.671488927,0.480448134,0.273445208,0.64784983,0.879471657,0.340077635,0.305353171,0.241324553,0.92462613,0.535986113,0.149205308,0.657716788,0.460022307,0.905264599,0.83611013,0.555188994,0.39921711,0.822806395,0.394828648,0.789730042,0.265905245,0.675705805,0.627554601,0.280724984,0.743599539,0.31345567,0.331150693,0.20154221,0.792372185,0.782762348,0.229229318,0.522354811,0.29469182,0.261920282,0.919079476,0.591834365,0.369813174,0.383207726,0.727617046,0.32852973,0.254503802,0.699861549,0.499094137,0.610037216,0.989051338,0.79614662,0.528608013,0.981786881,0.316554669,0.578922863,0.324395436,0.378430008,0.456903394,0.357473722,0.884974403,0.426124009,0.568655697,0.583849155,0.447253219,0.753734302,0.431973971,0.895392846,0.489015082,0.519929112,0.632748371,0.609797957,0.511553122,0.700296129,0.595540231,0.991124743,0.560193741,0.690825057,0.588086794,0.683256268,0.640600304,0.669335083,0.618803447,0.968952709,0.689083284,0.776647066,0.65102703,0.722253779,0.738506491,0.803974988,0.864316683,0.758935523,0.829925836,0.856092253,0.874210398,0.910237662,0.927184914,0.995873463,0.937445993,0.979775134
21,0.257326273,0.505127868,0.925888971,0.387201292,0.328059419,0.089211941,0.232341358,0.308535707,0.905873885,0.348525973,0.747082782,0.635676167,0.819830804,0.448091748,0.160924453,0.501852657,0.229032954,0.013398186,0.613791692,0.548593847,0.168873375,0.453763713,0.531354594,0.719048729,0.113921488,0.896245049,0.199518669,0.821396295,0.394408074,0.645109167,0.132051444,0.435494,0.057631834,0.363373105,0.095020777,0.42139307,0.750281449,0.319848989,0.803237864,0.683244335,0.713831957,0.135412599,0.698346001,0.499051605,0.74391975,0.458659067,0.813819535,0.211623645,0.063889723,0.127787879,0.009894246,0.143217581,0.189061992,0.066048206,0.57817988,0.431289272,0.048116846,0.020519967,0.417080843,0.384894597,0.201676309,0.773752425,0.072340781,0.032264452,0.043900643,0.877950125,0.252832408,0.618541127,0.05233276,0.182244089,0.037285071,0.090870199,0.980757005,0.100981698,0.679634038,0.513757278,0.339424068,0.205691426,0.663043506,0.590075905,0.149538076,0.000526312,0.017380869,0.083895785,0.029646723,0.21900829,0.477501461,0.244185199,0.123727177,0.310221331,0.153411518,0.288634956,0.158993023,0.19308887,0.845162769,0.261002189,0.174469595,0.278559962,0.268806092,0.223617013,0.540166211,0.23716608,0.119656699,0.334321394,0.919161275,0.076455671,0.351349371,0.9321574,0.284102335,0.108707851,0.344718327,0.304760396,0.442259985,0.840707008,0.399875117,0.979014207,0.942770623,0.178948134,0.405043218,0.46170317,0.472380482,0.294372652,0.974344037,0.589998504,0.856631451,0.270810168,0.734061548,0.2473495,0.295922173,0.996206105,0.323158037,0.365438165,0.949733931,0.987289838,0.373325712,0.518340083,0.921427573,0.377827307,0.893553432,0.521305636,0.574518664,0.35602779,0.412163003,0.482493935,0.40187098,0.832359736,0.595271319,0.465123837,0.808373611,0.428882968,0.561209564,0.671253055,0.866082149,0.632787278,0.566293831,0.489632595,0.689169167,0.783716516,0.492473206,0.62984057,0.654933959,0.640387243,0.554143314,0.693764988,0.760579845,0.584425254,0.556524831,0.723940589,0.600986706,0.667144671,0.525817101,0.993064031,0.735123879,0.535840955,0.622887625,0.702392321,0.785804,0.608322343,0.90469236,0.870252801,0.659341242,0.954110848,0.83625635,0.769695027,0.707664896,0.880655774,0.778489385,0.796890495,0.939445554,0.955755743,0.885284791,0.726053812,0.759408496,0.827165438,0.964505394,0.792989325,0.850609206,0.86107379,0.96561954,0.913758664
22,0.224024489,0.76275141,0.068191344,0.364204058,0.526730639,0.95946464,0.608163695,0.880130293,0.651790148,0.69151304,0.864296176,0.80354196,0.524619853,0.437527574,0.382903606,0.512521005,0.030520173,0.925544273,0.659725632,0.102945157,0.291913916,0.227283928,0.369198798,0.785791288,0.212744084,0.570245322,0.153681025,0.59405333,0.207432022,0.320912413,0.149037845,0.962747195,0.626953141,0.316521178,0.450823072,0.877120624,0.012082105,0.184077299,0.933739758,0.946834243,0.94435763,0.552420721,0.844141036,0.272705692,0.020853295,0.976537613,0.559068188,0.616020654,0.088789772,0.798120568,0.029956668,0.137120562,0.838862246,0.07830654,0.002998372,0.336212018,0.129312728,0.070454917,0.277864455,0.11409365,0.131073546,0.374430371,0.036799478,0.256188256,0.062859881,0.007725535,0.265147038,0.327260357,0.492651094,0.143408038,0.440974022,0.753791264,0.586797308,0.597917145,0.083450939,0.730274976,0.016485558,0.681296462,0.47163502,0.093630591,0.238756815,0.251860077,0.197435479,0.042678132,0.166045,0.794721594,0.748152382,0.847473978,0.095870667,0.548755036,0.393227853,0.53420992,0.695538125,0.701107502,0.189018128,0.97282719,0.05234701,0.463421867,0.046753287,0.059365591,0.408042068,0.909576843,0.216589057,0.156818586,0.107521063,0.309241462,0.92155079,0.919112374,0.17741043,0.99298757,0.820086783,0.583999191,0.123432095,0.886333698,0.357423923,0.403412563,0.191106706,0.517067809,0.446399066,0.162927222,0.117054855,0.64199582,0.503511799,0.20400383,0.987424168,0.172125072,0.744224781,0.234360535,0.457129634,0.376655053,0.871574186,0.242084613,0.632312037,0.283561264,0.817049988,0.261801721,0.660921416,0.347262791,0.66738869,0.938551275,0.248927228,0.299409605,0.99861894,0.343660487,0.475922131,0.289894597,0.312306562,0.433693053,0.332566477,0.969064148,0.386637741,0.893385919,0.507385317,0.95426507,0.897804928,0.304218471,0.579401945,0.354290899,0.812450366,0.735467428,0.688698835,0.39678964,0.984945466,0.851586896,0.71418919,0.774231481,0.56453213,0.567582284,0.415680416,0.720942623,0.424002631,0.912889113,0.759888048,0.489644827,0.902051284,0.412164254,0.482479615,0.867098977,0.675802346,0.729318776,0.468934417,0.832114628,0.623729661,0.805275941,0.858692071,0.780710439,0.639953893,0.766647171,0.426467951,0.495980489,0.53500992,0.828380568,0.540425117,0.779982982,0.612081081,0.709199846,0.602272156,0.673790966,0.648477224,0.71726671
